callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,soft_light,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.f.read
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfParser.PdfName
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,line,builtins,builtins,len
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_open,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile._Tile,ImageFile._Tile
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,soft_light,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables,shutil,shutil,int
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,line,builtins,builtins,range
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_index,builtins,builtins,range
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,soft_light,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_soft_light
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_open,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.fp.tell
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/Image.py,PIL.Image,RuntimeError
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,_sqlite3,_sqlite3,ValueError
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,line,builtins,builtins,len
./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables,importlib,importlib,warnings.warn
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.setEndian
./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables,enum,enum,setter
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,hard_light,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image1.load
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,./apps/Pillow/src/PIL/ImageMorph.py,PIL.ImageMorph,re.match
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,load_end,./apps/Pillow/src/PIL/Image.py,PIL.Image,self.im.transpose
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/Image.py,PIL.Image,iimm.startswith
./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables,importlib,importlib,warnings.warn
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,++imported++,typing,io.BytesIO
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_index,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,self._open_subimage
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,hard_light,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,__bytes__,./apps/Pillow/src/PIL/ImageMode.py,PIL.ImageMode,self.__str__.encode
./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables,./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.seek
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,ImageFile._save
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,hard_light,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,_get_oserror,./apps/Pillow/src/PIL/Image.py,PIL.Image.Image,Image.core.getcodecstatus
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/Image.py,PIL.Image,_apply_env_variables,./apps/Pillow/src/PIL/ImageShow.py,PIL.ImageShow,atexit.register
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/MpegImagePlugin.py,PIL.MpegImagePlugin,self.skipIFDs
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile._Tile,ImageFile._Tile
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,hard_light,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_hard_light
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,setup,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.goToEnd
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/FontFile.py,PIL.FontFile,im.save
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,__bytes__,./apps/Pillow/src/PIL/ImageMode.py,PIL.ImageMode,self.__str__
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,./apps/Pillow/src/PIL/WalImageFile.py,PIL.WalImageFile,self.ole.openstream
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,line,inspect,inspect,math.degrees
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,overlay,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image1.load
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,++imported++,math,math.ceil
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.seek
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,./apps/Pillow/src/PIL/_typing.py,PIL._typing,fp.read
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,line,math,math,math.atan2
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,overlay,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/Image.py,PIL.Image.Image,Image.SAVE.Image.SAVE
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/Image.py,PIL.Image.Image,Image.SAVE.Image.SAVE
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,overlay,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self.f.read
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,__eq__,++imported++,math,isinstance
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,./apps/Pillow/src/PIL/_typing.py,PIL._typing,fp.read
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,overlay,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_overlay
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageFile.py,PIL.ImageFile,_get_oserror,webbrowser,webbrowser,ERRORS.get
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,_sqlite3,_sqlite3,OSError
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/Image.py,PIL.Image,RuntimeError
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,_sqlite3,_sqlite3,ValueError
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,++imported++,math,isinstance
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,++imported++,_binary,i32
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.seek
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,builtins,builtins,tuple
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,builtins,builtins,all
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image1.load
./apps/Pillow/src/PIL/Image.py,PIL.Image,_fixup,builtins,builtins,len
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,++imported++,math,isinstance
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,webbrowser,webbrowser,op.getvalue
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,im.encoderinfo.get
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,math,math,math.floor
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,./apps/Pillow/src/PIL/ImageMorph.py,PIL.ImageMorph,re.match
./apps/Pillow/src/PIL/Image.py,PIL.Image,_fixup,++imported++,math,isinstance
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser,__hash__,builtins,builtins,hash
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/_typing.py,PIL._typing,self._read
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,_sqlite3,_sqlite3,ValueError
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,configparser,configparser,setattr
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/Image.py,PIL.Image,im.info.get
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,++imported++,math,math.ceil
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/Image.py,PIL.Image,_fixup_dict,./apps/Pillow/src/PIL/Image.py,PIL.Image,self._fixup
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,configparser,configparser,setattr
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,hls_to_rgb
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_add
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,getopt,getopt,math.cos
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.seek
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,builtins,builtins,float
./apps/Pillow/src/PIL/Image.py,PIL.Image,_fixup_dict,getopt,getopt,src_dict.items
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,configparser,configparser,setattr
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,math,math,math.radians
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfArray,PdfParser.PdfArray
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,im.encoderinfo.get
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self._write
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,getpalette,configparser,configparser,setattr
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image1.load
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfParser.PdfName
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,++imported++,math,math.sin
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_ifd_dict,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.fp.seek
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.seek
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/Image.py,PIL.Image,im.info.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,builtins,builtins,float
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/ImageDraw.py,PIL.ImageDraw,coord_at_angle,math,math,math.radians
./apps/Pillow/src/PIL/PpmImagePlugin.py,PIL.PpmImagePlugin,_accept,inspect,inspect,prefix.startswith
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,finalize,./apps/Pillow/src/PIL/ExifTags.py,PIL.ExifTags.IFD,self.fixIFD
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfParser.PdfName
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,builtins,builtins,len
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,builtins,builtins,float
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_subtract
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_ifd_dict,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin.ImageFileDirectory_v2,TiffImagePlugin.ImageFileDirectory_v2
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,_sqlite3,_sqlite3,OSError
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,newFrame,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.finalize
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PSDraw.py,PIL.PSDraw,image_refs.pop
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,importlib,importlib,warnings.warn
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_ifd_dict,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,info.load
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,fp.seek
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,newFrame,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,self.setup
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,existing_pdf.write_obj
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add_modulo,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image1.load
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_ifd_dict,./apps/Pillow/src/PIL/Image.py,PIL.Image,self._fixup_dict
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfParser.PdfName
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/PaletteFile.py,PIL.PaletteFile,im.im.getpalette
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_ifd_dict,builtins,builtins,dict
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add_modulo,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,shutil,shutil,int
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,./apps/Pillow/src/PIL/_typing.py,PIL._typing,fp.read
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_write_image,./apps/Pillow/src/PIL/PdfParser.py,PIL.PdfParser.PdfName,PdfParser.PdfName
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,__exit__,./apps/Pillow/src/PIL/ContainerIO.py,PIL.ContainerIO,self.close
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add_modulo,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,++imported++,_binary,i32
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,add_modulo,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_add_modulo
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,builtins,builtins,len
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,./apps/Pillow/src/PIL/ImageMorph.py,PIL.ImageMorph,re.match
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_save,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,im.encoderinfo.get
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,tell,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.tell
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract_modulo,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image1.load
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/QoiImagePlugin.py,PIL.QoiImagePlugin,im.encoderinfo.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,./apps/Pillow/src/PIL/ImageQt.py,PIL.ImageQt,hsv_to_rgb
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_head,./apps/Pillow/src/PIL/_binary.py,PIL._binary,o32le
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract_modulo,./apps/Pillow/src/PIL/ImageFont.py,PIL.ImageFont,image2.load
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/Image.py,PIL.Image,im.info.get
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,builtins,builtins,float
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,builtins,builtins,range
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_save,++imported++,math,isinstance
./apps/Pillow/src/PIL/Jpeg2KImagePlugin.py,PIL.Jpeg2KImagePlugin,_save,webbrowser,webbrowser,info.get
./apps/Pillow/src/PIL/FontFile.py,PIL.FontFile,puti16,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract_modulo,./apps/Pillow/src/PIL/Image.py,PIL.Image,image1._new
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,tkinter,tkinter,m.group
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,seek,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.f.seek
./apps/Pillow/src/PIL/Image.py,PIL.Image,_get_head,./apps/Pillow/src/PIL/_binary.py,PIL._binary,o32be
./apps/Pillow/src/PIL/FpxImagePlugin.py,PIL.FpxImagePlugin,_open_subimage,builtins,builtins,len
./apps/Pillow/src/PIL/PdfImagePlugin.py,PIL.PdfImagePlugin,_save,./apps/Pillow/src/PIL/DdsImagePlugin.py,PIL.DdsImagePlugin,filename.decode
./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,subtract_modulo,./apps/Pillow/src/PIL/ImageChops.py,PIL.ImageChops,image1.im.chop_subtract_modulo
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,fp.write
./apps/Pillow/src/PIL/FontFile.py,PIL.FontFile,puti16,./apps/Pillow/src/PIL/_binary.py,PIL._binary,_binary.o16be
./apps/Pillow/src/PIL/ImageColor.py,PIL.ImageColor,getrgb,builtins,builtins,float
./apps/Pillow/src/PIL/TiffImagePlugin.py,PIL.TiffImagePlugin,seek,./apps/Pillow/src/PIL/ImImagePlugin.py,PIL.ImImagePlugin,self.tell
./apps/Pillow/src/PIL/TgaImagePlugin.py,PIL.TgaImagePlugin,_save,./apps/Pillow/src/PIL/_binary.py,PIL._binary,o8
