callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,turtle,turtle,s.W.NODES_NAME_DICT.keys
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,data,turtle,turtle,str
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,lzma,lzma,menu.addAction
apps/UXsim/uxsim/OSMImporter2/OSMImporter2.py,uxsim.OSMImporter2.OSMImporter2,_attach_osm_nodes_links,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.addNode
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,networkx,networkx,draw.text
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,numpy,numpy,max
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,mutate,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.print_scenario_stats
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,numpy,numpy,path.pointAtPercent
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,data,turtle,turtle,index.row
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,lzma,lzma,menu.addAction
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,data,turtle,turtle,index.column
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,mutate,++imported++,collections,defaultdict
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,asyncio,asyncio,join
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,numpy,numpy,min
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,headerData,turtle,turtle,str
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim.Vehicle,VehicleItem
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,optparse,optparse,menu.exec_
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,++imported++,PyQt5.QtWidgets,QVBoxLayout
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,turtle,turtle,tuple
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,numpy,numpy,s.W.rng.choice
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,mutate,cgi,cgi,W.VEHICLES.items
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,aifc,aifc,ValueError
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,++imported++,collections,deque
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,builtins,builtins,point.x
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,lzma,lzma,event.screenPos
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,turtle,turtle,list
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,numpy,numpy,max
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer.PandasModel,PandasModel
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,builtins,builtins,int
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,builtins,builtins,point.y
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,turtle,turtle,s.W.NODES.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,self.Link.W.analyzer.time_space_diagram_traj
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,_operator,_operator,self.scene.addItem
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,self.Link.W.analyzer.time_space_diagram_density
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,++imported++,PyQt5.QtWidgets,QTableView
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,mutate,turtle,turtle,dict_od_to_vehid.dict_od_to_vehid.append
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,numpy,numpy,min
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,_operator,_operator,self.scene
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,turtle,turtle,tuple
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,__init__,turtle,turtle,type
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,set_vehice_items,turtle,turtle,self.vehicle_items.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.view.setModel
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,contextMenuEvent,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,self.Link.W.analyzer.cumulative_curves
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,find_node,_operator,_operator,self.scene.items
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,signal_control,_operator,_operator,len
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.layout.addWidget
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,networkx,networkx,draw.text
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,numpy,numpy,max
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,find_node,_operator,_operator,self.scene
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,networkx,networkx,self.layout
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,flip,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,turtle,turtle,plt.xlim
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,turtle,turtle,self.resize
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,find_node,turtle,turtle,isinstance
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,show_network,turtle,turtle,plt.ylim
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,launch_World_viewer,numpy,numpy,print
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,lzma,lzma,np.zeros
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,numpy,numpy,min
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,turtle,turtle,plt.title
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_to_pandas,turtle,turtle,out.append
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,super.__init__
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,__init__,lzma,lzma,os.makedirs
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,_operator,_operator,range
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,turtle,turtle,super
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,od_to_pandas,turtle,turtle,pd.DataFrame
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,_operator,_operator,len
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,wrapper,turtle,turtle,inspect.signature.bind
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,_operator,_operator,len
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setPos
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,lzma,lzma,np.zeros
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,s.od_to_pandas
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,turtle,turtle,plt.plot
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,turtle,turtle,plt.xlabel
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,_operator,_operator,len
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,turtle,turtle,plt.ylabel
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,s.W.get_node
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,turtle,turtle,plt.legend
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_link_stats,turtle,turtle,plt.show
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,assign_taxi,aifc,aifc,ValueError
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,construct_time_space_network,builtins,builtins,int
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,assign_taxi,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,vehicle.add_dest
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,_operator,_operator,range
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,asyncio,asyncio,s.route_log.s.route_log.keys
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,turtle,turtle,plt.plot
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,inspect,inspect,enumerate
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,tkinter,tkinter,s.W.rng.uniform
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,turtle,turtle,plt.plot
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,_operator,_operator,len
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,assign_taxi,turtle,turtle,s.trip_requests.remove
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,inspect,inspect,enumerate
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,turtle,turtle,plt.text
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,wrapper,turtle,turtle,inspect.signature
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,get_trip,turtle,turtle,type
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,wrapper,turtle,turtle,bound_args.apply_defaults
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,numpy,numpy,max
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,get_trip,lzma,lzma,Exception
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,_operator,_operator,range
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,ave_TT.append
apps/UXsim/uxsim/utils.py,uxsim.utils,get_font_for_matplotlib,turtle,turtle,font.lower
apps/UXsim/uxsim/scenario_reader_writer.py,uxsim.scenario_reader_writer,wrapper,builtins,builtins,dict
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,++imported++,tqdm.auto,tqdm
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes,numpy,numpy,sum
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,numpy,numpy,min
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,_operator,_operator,range
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,inspect,inspect,np.average
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,compute_stats,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,numpy,numpy,df.df.isin
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,std_TT.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,builtins,builtins,int
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,numpy,numpy,df.df.isin
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,numpy,numpy,max
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes,builtins,builtins,zip
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,np.std
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,builtins,builtins,int
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes,numpy,numpy,print
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,asyncio,asyncio,depature_time.append
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,compute_stats,numpy,numpy,sum
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.figure
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes,turtle,turtle,routes.append
apps/UXsim/uxsim/utils.py,uxsim.utils,equal_tolerance,_operator,_operator,abs
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/utils.py,uxsim.utils,get_font_for_matplotlib,numpy,numpy,any
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,numpy,numpy,min
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,++imported++,IPython.display,Image.new
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,++imported++,scipy.sparse.csgraph,dijkstra
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes,turtle,turtle,costs.append
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,turtle,turtle,plt.legend
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,compute_stats,inspect,inspect,s.W.VEHICLES.values
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,l.instant_travel_time
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,route_search_all,++imported++,scipy.sparse,csr_matrix
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,builtins,builtins,int
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.title
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,numpy,numpy,max
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,builtins,builtins,int
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,turtle,turtle,plt.ylabel
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.errorbar
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,networkx,networkx,nx.DiGraph
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,turtle,turtle,plt.plot
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,turtle,turtle,plt.xlim
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,compute_stats,asyncio,asyncio,s.invehicle_times.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,++imported++,IPython.display,ImageDraw.Draw
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.xlabel
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,turtle,turtle,plt.plot
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,turtle,turtle,plt.ylim
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,optparse,optparse,G.add_edge
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.ylabel
apps/UXsim/uxsim/utils.py,uxsim.utils,get_font_for_matplotlib,turtle,turtle,font.lower
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.legend
apps/UXsim/uxsim/utils.py,uxsim.utils,print_columns,numpy,numpy,max
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,cost_function
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,compute_stats,asyncio,asyncio,s.waiting_times.append
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,++imported++,IPython.display,ImageFont.truetype
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,plot_vehicle_stats,turtle,turtle,plt.show
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,numpy,numpy,np.max
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,__init__,asyncio,asyncio,self.setZValue
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,turtle,turtle,list
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_fancy,builtins,builtins,int
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,get_shortest_path_distance_between_all_nodes,++imported++,scipy.sparse,csr_matrix
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,boundingRect,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,self.shape.boundingRect
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,turtle,turtle,nx.shortest_simple_paths
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,compute_stats,asyncio,asyncio,s.travel_times.append
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,numpy,numpy,np.min
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,homogeneous_DUO_update,_operator,_operator,len
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,basic_to_pandas,apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,s.compute_stats
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,boundingRect,apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,self.shape
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.get_node
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,W.get_node
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,homogeneous_DUO_update,_operator,_operator,len
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,inspect,inspect,enumerate
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,shape,++imported++,pathlib,QPainterPath
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/utils.py,uxsim.utils,print_columns,_operator,_operator,len
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,socket,socket,np.array
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,shape,_tracemalloc,_tracemalloc,self.start_node.pos
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,homogeneous_DUO_update,numpy,numpy,np.sum
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,turtle,turtle,path.index
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,basic_to_pandas,turtle,turtle,pd.DataFrame
apps/UXsim/uxsim/utils.py,uxsim.utils,plot_multiple_y,apps/UXsim/uxsim/utils.py,uxsim.utils,lange
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,turtle,turtle,route.append
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,mutate,builtins,builtins,hasattr
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,get_shortest_path_instantaneous_travel_time_between_all_nodes_on_t,builtins,builtins,dict
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,areas2areas_to_pandas,optparse,optparse,total_tripss.sum
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,basic_to_pandas,_operator,_operator,len
apps/UXsim/uxsim/uxsim.py,uxsim.uxsim,homogeneous_DUO_update,asyncio,asyncio,np.full
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,enumerate_k_shortest_routes_on_t,numpy,numpy,sum
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib,plt.colormaps.plt.colormaps
apps/UXsim/uxsim/Utilities/Utilities.py,uxsim.Utilities.Utilities,get_shortest_path_distance_between_all_nodes,builtins,builtins,dict
apps/UXsim/uxsim/ResultGUIViewer/ResultGUIViewer.py,uxsim.ResultGUIViewer.ResultGUIViewer,shape,turtle,turtle,self.end_node.pos.x
apps/UXsim/uxsim/analyzer.py,uxsim.analyzer,network_average,++imported++,matplotlib.lines,Line2D
apps/UXsim/uxsim/TaxiHandler/TaxiHandler.py,uxsim.TaxiHandler.TaxiHandler,basic_to_pandas,numpy,numpy,sum
apps/UXsim/uxsim/DTAsolvers/DTAsolvers.py,uxsim.DTAsolvers.DTAsolvers,mutate,numpy,numpy,print
apps/UXsim/uxsim/utils.py,uxsim.utils,display_image_in_notebook,asyncio,asyncio,f.read
